OrderNumber,OrderDate,Customer_Name_Index,Channel,Currency_Code,Warehouse_Code,Delivery_Regoin_index,Product_Index,Product_Quantity,Unit_Price,Line_Total,Total_Unit_Cost
SO - 000506,2/24/2022,4,Export,USD,FLR025,391,14,12,4008.04,48096.48,6310.31
SO - 000507,1/16/2022,18,Distributor,USD,GUT930,196,13,6,1460.76,8764.56,1149.92
SO - 000508,3/15/2021,14,Distributor,USD,GUT930,424,26,7,3085.4,21597.8,2833.65
SO - 000509,1/12/2021,2,Distributor,USD,AXW291,283,27,1,198.65,198.65,26.06
SO - 000510,7/17/2021,11,Wholesale,USD,GUT930,917,17,1,4306.28,4306.28,564.99
SO - 000511,8/20/2021,16,Distributor,USD,NXH382,501,24,6,3741.81,22450.86,2945.58
SO - 000512,12/23/2021,12,Wholesale,USD,FLR025,563,20,1,4636.9,4636.9,608.37
SO - 000513,7/27/2021,5,Distributor,USD,NXH382,892,29,15,3773.37,56600.55,7426.05
SO - 000514,5/11/2021,2,Distributor,USD,FLR025,409,8,12,3601.92,43223.04,5670.91
SO - 000515,1/3/2021,6,Distributor,USD,AXW291,934,5,6,3825.96,22955.76,3011.82
SO - 000516,5/5/2021,5,Export,USD,NXH382,332,25,6,827.71,4966.26,651.58
SO - 000517,2/14/2022,18,Distributor,USD,AXW291,382,6,14,2916.56,40831.84,5357.18
SO - 000518,6/15/2021,10,Export,USD,GUT930,176,4,11,2451.28,26964.08,3537.71
SO - 000519,10/27/2021,4,Wholesale,USD,AXW291,638,13,4,4033.63,16134.52,2116.87
SO - 000520,7/19/2021,16,Distributor,USD,NXH382,167,22,2,261.9,523.8,68.72
SO - 000521,3/4/2021,14,Distributor,USD,AXW291,382,13,7,2175.06,15225.42,1997.59
SO - 000522,9/26/2021,1,Wholesale,USD,GUT930,749,7,3,1756.88,5270.64,691.51
SO - 000523,5/3/2021,4,Wholesale,USD,AXW291,288,27,10,4088.48,40884.8,5364.13
SO - 000524,4/19/2021,16,Distributor,USD,NXH382,855,23,6,371.9,2231.4,292.76
SO - 000525,4/9/2021,16,Export,USD,GUT930,352,17,15,1627.55,24413.25,3203.04
SO - 000526,2/4/2021,6,Wholesale,USD,GUT930,493,3,12,1026.19,12314.28,1615.65
SO - 000527,6/14/2021,23,Distributor,USD,NXH382,982,29,8,3345.86,26766.88,3511.84
SO - 000528,3/15/2022,18,Export,USD,GUT930,1,28,5,1778.14,8890.7,1166.47
SO - 000529,5/22/2021,4,Distributor,USD,GUT930,237,27,2,2794.2,5588.4,733.2
SO - 000530,1/15/2021,13,Wholesale,USD,GUT930,571,19,8,1091.82,8734.56,1145.98
SO - 000531,4/18/2021,6,Wholesale,USD,GUT930,351,21,3,708.77,2126.31,278.97
SO - 000532,1/26/2021,12,Export,USD,FLR025,131,20,1,1353.07,1353.07,177.52
SO - 000533,10/5/2021,6,Export,USD,AXW291,806,8,6,4863.51,29181.06,3828.58
SO - 000534,1/15/2022,3,Distributor,USD,FLR025,679,16,9,2617,23553,3090.18
SO - 000535,1/8/2022,24,Wholesale,USD,FLR025,575,17,14,640.99,8973.86,1177.38
SO - 000536,1/23/2021,9,Export,USD,NXH382,114,8,9,3949.89,35549.01,4664.07
SO - 000537,5/12/2021,9,Wholesale,USD,NXH382,872,8,1,2997.11,2997.11,393.22
SO - 000538,2/7/2022,7,Wholesale,USD,GUT930,339,18,4,400.53,1602.12,210.2
SO - 000539,3/3/2021,8,Wholesale,USD,FLR025,438,15,8,4634.44,37075.52,4864.35
SO - 000540,4/19/2022,19,Export,USD,FLR025,821,29,11,4704.27,51746.97,6789.25
SO - 000541,11/11/2021,21,Export,USD,NXH382,259,30,15,2700.78,40511.7,5315.18
SO - 000542,1/9/2022,9,Export,USD,AXW291,993,29,9,804.92,7244.28,950.46
SO - 000543,5/21/2021,1,Export,USD,GUT930,884,7,13,2830,36790,4826.89
SO - 000544,5/10/2022,3,Export,USD,AXW291,399,21,10,2114.17,21141.7,2773.81
SO - 000545,5/12/2021,17,Wholesale,USD,AXW291,979,22,2,1832.92,3665.84,480.96
SO - 000546,5/17/2021,21,Distributor,USD,FLR025,354,25,8,1777.88,14223.04,1866.08
SO - 000547,3/10/2021,13,Export,USD,GUT930,468,18,10,2037.09,20370.9,2672.68
SO - 000548,4/21/2022,10,Distributor,USD,GUT930,24,1,12,2684.67,32216.04,4226.78
SO - 000549,7/30/2021,14,Export,USD,GUT930,243,15,7,1479.03,10353.21,1358.35
SO - 000550,12/16/2021,7,Export,USD,NXH382,823,11,10,1424.32,14243.2,1868.72
SO - 000551,7/5/2021,3,Export,USD,GUT930,530,15,3,1188.03,3564.09,467.61
SO - 000552,10/14/2021,17,Distributor,USD,AXW291,402,10,8,416.84,3334.72,437.52
SO - 000553,6/19/2021,5,Export,USD,GUT930,385,13,14,3640.79,50971.06,6687.45
SO - 000554,10/17/2021,3,Distributor,USD,FLR025,449,6,9,436.76,3930.84,515.73
SO - 000555,6/1/2021,4,Export,USD,AXW291,186,7,2,805.93,1611.86,211.48
SO - 000556,10/22/2021,6,Distributor,USD,AXW291,674,27,9,2688.67,24198.03,3174.81
SO - 000557,3/19/2022,2,Distributor,USD,FLR025,361,1,2,1615.31,3230.62,423.86
SO - 000558,3/5/2022,20,Export,USD,FLR025,549,17,15,2720.17,40802.55,5353.34
SO - 000559,2/11/2022,13,Distributor,USD,GUT930,93,9,15,1995.41,29931.15,3927
SO - 000560,1/19/2021,9,Distributor,USD,GUT930,698,23,13,1157.67,15049.71,1974.54
SO - 000561,8/25/2021,15,Distributor,USD,AXW291,517,2,2,2720.42,5440.84,713.84
SO - 000562,8/26/2021,2,Wholesale,USD,FLR025,983,15,10,485.84,4858.4,637.43
SO - 000563,5/8/2021,14,Export,USD,FLR025,210,23,12,133.56,1602.72,210.28
SO - 000564,9/19/2021,13,Wholesale,USD,FLR025,933,25,7,760.82,5325.74,698.74
SO - 000565,11/23/2021,16,Export,USD,AXW291,174,4,3,3881.95,11645.85,1527.95
SO - 000566,1/2/2022,25,Wholesale,USD,GUT930,824,3,9,486.4,4377.6,574.35
SO - 000567,5/28/2021,1,Wholesale,USD,GUT930,841,15,10,2559.56,25595.6,3358.17
SO - 000568,11/4/2021,6,Export,USD,AXW291,956,4,7,723.57,5064.99,664.53
SO - 000569,8/1/2021,3,Distributor,USD,NXH382,857,17,8,2105.29,16842.32,2209.73
SO - 000570,6/5/2021,19,Export,USD,GUT930,407,29,8,3006.55,24052.4,3155.7
SO - 000571,6/28/2021,9,Export,USD,AXW291,392,23,3,3768.57,11305.71,1483.32
SO - 000572,12/8/2021,11,Distributor,USD,NXH382,884,26,13,3312.71,43065.23,5650.2
SO - 000573,5/27/2021,5,Distributor,USD,FLR025,901,28,11,2370,26070,3420.41
SO - 000574,12/5/2021,18,Export,USD,NXH382,887,25,1,3761.2,3761.2,493.47
SO - 000575,11/9/2021,9,Wholesale,USD,FLR025,225,2,7,2194.98,15364.86,2015.89
SO - 000576,6/8/2021,21,Export,USD,GUT930,538,2,5,4151.02,20755.1,2723.09
SO - 000577,3/3/2022,10,Distributor,USD,GUT930,322,28,1,2499.52,2499.52,327.94
SO - 000578,5/31/2021,25,Export,USD,NXH382,748,25,3,3557.73,10673.19,1400.33
SO - 000579,10/10/2021,21,Wholesale,USD,GUT930,465,9,8,4622.4,36979.2,4851.71
SO - 000580,7/2/2021,4,Export,USD,AXW291,84,22,5,499.55,2497.75,327.71
SO - 000581,9/5/2021,9,Distributor,USD,NXH382,481,6,15,4468.48,67027.2,8794.04
SO - 000582,9/7/2021,10,Wholesale,USD,GUT930,524,16,4,1823.08,7292.32,956.76
SO - 000583,3/26/2022,6,Distributor,USD,NXH382,289,2,7,3106.93,21748.51,2853.43
SO - 000584,6/12/2021,22,Distributor,USD,GUT930,9,21,3,4542.02,13626.06,1787.75
SO - 000585,2/9/2021,25,Wholesale,USD,AXW291,604,20,15,709.35,10640.25,1396.01
SO - 000586,1/25/2021,23,Distributor,USD,AXW291,499,12,4,4362.88,17451.52,2289.66
SO - 000587,5/20/2021,4,Distributor,USD,AXW291,85,15,5,2725.95,13629.75,1788.24
SO - 000588,2/6/2022,21,Distributor,USD,FLR025,361,23,12,4190.94,50291.28,6598.27
SO - 000589,2/2/2021,8,Wholesale,USD,GUT930,916,12,15,3935.5,59032.5,7745.12
SO - 000590,12/31/2021,10,Export,USD,AXW291,550,9,10,3305.5,33055,4336.85
SO - 000591,7/31/2021,21,Distributor,USD,AXW291,111,7,6,220.49,1322.94,173.57
SO - 000592,6/12/2021,14,Export,USD,FLR025,538,15,3,3198.22,9594.66,1258.83
SO - 000593,3/6/2022,8,Export,USD,FLR025,107,29,10,1274.68,12746.8,1672.39
SO - 000594,9/27/2021,9,Distributor,USD,GUT930,373,13,4,4437.09,17748.36,2328.6
SO - 000595,1/28/2022,16,Distributor,USD,FLR025,111,27,1,1941.32,1941.32,254.7
SO - 000596,6/28/2021,8,Export,USD,FLR025,899,28,8,3872.16,30977.28,4064.25
SO - 000597,7/5/2021,21,Distributor,USD,GUT930,204,24,14,725.14,10151.96,1331.95
SO - 000598,2/17/2022,7,Distributor,USD,NXH382,820,25,14,1822.47,25514.58,3347.54
SO - 000599,8/23/2021,21,Distributor,USD,AXW291,980,8,10,2686.5,26865,3524.72
SO - 000600,6/5/2021,22,Distributor,USD,AXW291,900,25,3,2410.36,7231.08,948.73
SO - 000601,5/8/2022,2,Wholesale,USD,NXH382,498,26,12,3645,43740,5738.73
SO - 000602,3/21/2022,15,Distributor,USD,GUT930,314,10,9,1362.39,12261.51,1608.72
SO - 000603,12/30/2021,20,Distributor,USD,NXH382,370,17,13,3490.1,45371.3,5952.76
SO - 000604,3/13/2021,10,Distributor,USD,GUT930,721,17,5,2583.28,12916.4,1694.64
SO - 000605,2/3/2022,20,Distributor,USD,NXH382,329,25,2,2302.03,4604.06,604.06
SO - 000606,5/7/2022,24,Export,USD,GUT930,540,27,14,4636.78,64914.92,8516.9
SO - 000607,3/18/2021,3,Distributor,USD,NXH382,489,25,8,4773.11,38184.88,5009.89
SO - 000608,7/26/2021,3,Distributor,USD,AXW291,838,25,4,2908.64,11634.56,1526.47
SO - 000609,3/21/2021,25,Wholesale,USD,GUT930,586,22,9,1840.92,16568.28,2173.78
SO - 000610,6/17/2021,5,Wholesale,USD,NXH382,875,17,13,3307.49,42997.37,5641.3
SO - 000611,12/21/2021,9,Distributor,USD,NXH382,535,25,8,4860.14,38881.12,5101.24
SO - 000612,7/29/2021,5,Export,USD,GUT930,253,13,4,3609.75,14439,1894.41
SO - 000613,4/4/2022,18,Export,USD,NXH382,78,15,3,1120.48,3361.44,441.02
SO - 000614,1/10/2022,3,Wholesale,USD,AXW291,592,2,15,1136.16,17042.4,2235.98
SO - 000615,3/2/2021,7,Distributor,USD,GUT930,657,4,14,3406.69,47693.66,6257.46
SO - 000616,12/24/2021,10,Distributor,USD,NXH382,229,4,3,2771.11,8313.33,1090.72
SO - 000617,1/9/2022,6,Wholesale,USD,AXW291,990,21,14,1497.01,20958.14,2749.73
SO - 000618,7/14/2021,9,Wholesale,USD,NXH382,197,13,10,3463.63,34636.3,4544.32
SO - 000619,10/22/2021,18,Wholesale,USD,NXH382,185,18,8,491.31,3930.48,515.68
SO - 000620,11/18/2021,11,Wholesale,USD,FLR025,317,19,12,3485.84,41830.08,5488.15
SO - 000621,3/23/2021,10,Wholesale,USD,FLR025,277,29,15,4775.72,71635.8,9398.69
SO - 000622,5/14/2022,12,Export,USD,AXW291,779,20,7,901.31,6309.17,827.77
SO - 000623,9/18/2021,2,Distributor,USD,AXW291,862,20,12,4655.74,55868.88,7330.05
SO - 000624,6/13/2021,7,Export,USD,GUT930,530,10,6,3611.31,21667.86,2842.85
SO - 000625,8/7/2021,18,Distributor,USD,GUT930,131,23,9,2598.25,23384.25,3068.04
SO - 000626,5/5/2022,23,Wholesale,USD,FLR025,770,2,8,3224.7,25797.6,3384.67
SO - 000627,1/13/2022,4,Export,USD,GUT930,336,24,15,3507.05,52605.75,6901.93
SO - 000628,12/14/2021,16,Wholesale,USD,GUT930,441,11,11,2662.64,29289.04,3842.75
SO - 000629,1/2/2022,22,Export,USD,NXH382,662,15,7,3137.83,21964.81,2881.81
SO - 000630,3/6/2021,7,Export,USD,FLR025,269,20,3,1205.28,3615.84,474.4
SO - 000631,7/14/2021,22,Distributor,USD,AXW291,964,6,8,4963.92,39711.36,5210.17
SO - 000632,12/1/2021,24,Wholesale,USD,GUT930,829,26,14,3432.45,48054.3,6304.77
SO - 000633,9/27/2021,13,Export,USD,GUT930,424,22,7,2794.17,19559.19,2566.19
SO - 000634,12/27/2021,19,Export,USD,FLR025,732,9,3,4185.07,12555.21,1647.26
SO - 000635,8/28/2021,25,Export,USD,NXH382,712,17,12,3264.03,39168.36,5138.93
SO - 000636,9/18/2021,20,Wholesale,USD,AXW291,516,18,14,2795.73,39140.22,5135.24
SO - 000637,4/8/2022,14,Wholesale,USD,GUT930,826,25,13,864.05,11232.65,1473.74
SO - 000638,8/2/2021,12,Wholesale,USD,FLR025,952,11,1,324.12,324.12,42.52
SO - 000639,2/5/2021,11,Wholesale,USD,GUT930,211,3,6,1834.08,11004.48,1443.8
SO - 000640,11/2/2021,24,Distributor,USD,FLR025,849,7,4,1907.9,7631.6,1001.27
SO - 000641,11/2/2021,3,Export,USD,FLR025,480,8,9,3556.96,32012.64,4200.09
SO - 000642,3/11/2022,12,Distributor,USD,FLR025,392,5,12,1341.9,16102.8,2112.7
SO - 000643,1/2/2021,18,Export,USD,GUT930,884,27,7,1178.31,8248.17,1082.17
SO - 000644,11/8/2021,13,Distributor,USD,FLR025,464,23,15,3857.25,57858.75,7591.13
SO - 000645,8/1/2021,9,Distributor,USD,NXH382,693,3,15,4729.21,70938.15,9307.16
SO - 000646,3/7/2022,16,Export,USD,GUT930,490,23,12,2954.41,35452.92,4651.46
SO - 000647,8/24/2021,13,Export,USD,GUT930,615,21,2,1461.99,2923.98,383.63
SO - 000648,4/6/2021,8,Distributor,USD,GUT930,58,27,11,4296.31,47259.41,6200.48
SO - 000649,8/2/2021,19,Distributor,USD,NXH382,415,24,13,1193.37,15513.81,2035.43
SO - 000650,12/31/2021,1,Export,USD,AXW291,99,28,3,4413.83,13241.49,1737.3
SO - 000651,5/21/2021,15,Distributor,USD,GUT930,746,7,7,2785.97,19501.79,2558.65
SO - 000652,2/24/2021,25,Export,USD,FLR025,342,20,15,666.61,9999.15,1311.9
SO - 000653,4/29/2022,15,Wholesale,USD,NXH382,17,23,1,4547.66,4547.66,596.66
SO - 000654,3/15/2022,2,Distributor,USD,GUT930,347,28,4,893.09,3572.36,468.7
SO - 000655,12/26/2021,18,Distributor,USD,AXW291,524,2,13,383.85,4990.05,654.7
SO - 000656,8/19/2021,8,Distributor,USD,FLR025,976,13,6,2655.8,15934.8,2090.66
SO - 000657,3/24/2022,3,Distributor,USD,FLR025,779,15,9,3066.85,27601.65,3621.36
SO - 000658,5/29/2021,9,Wholesale,USD,FLR025,459,24,10,1347.76,13477.6,1768.27
SO - 000659,2/16/2022,23,Wholesale,USD,GUT930,190,25,3,3092.77,9278.31,1217.32
SO - 000660,11/10/2021,24,Wholesale,USD,NXH382,649,6,13,4152.14,53977.82,7081.94
SO - 000661,11/15/2021,18,Export,USD,AXW291,712,18,8,641.57,5132.56,673.4
SO - 000662,1/24/2021,21,Export,USD,GUT930,846,10,6,1488.31,8929.86,1171.61
SO - 000663,5/16/2021,12,Distributor,USD,AXW291,420,12,12,3962.01,47544.12,6237.84
SO - 000664,11/10/2021,12,Wholesale,USD,GUT930,37,30,1,4339.08,4339.08,569.29
SO - 000665,11/6/2021,10,Export,USD,FLR025,69,22,5,3371.99,16859.95,2212.04
SO - 000666,11/18/2021,7,Export,USD,GUT930,542,28,14,3987.39,55823.46,7324.09
SO - 000667,4/27/2022,8,Distributor,USD,FLR025,144,21,6,3386.87,20321.22,2666.16
SO - 000668,10/31/2021,4,Distributor,USD,GUT930,164,13,2,4244.57,8489.14,1113.78
SO - 000669,11/7/2021,9,Distributor,USD,NXH382,975,17,6,2512.82,15076.92,1978.11
SO - 000670,4/10/2021,12,Wholesale,USD,AXW291,912,14,15,4206.61,63099.15,8278.67
SO - 000671,8/27/2021,13,Export,USD,NXH382,535,18,5,2022.74,10113.7,1326.93
SO - 000672,8/15/2021,16,Distributor,USD,GUT930,633,10,2,2386,4772,626.09
SO - 000673,9/17/2021,4,Wholesale,USD,FLR025,121,23,12,623.1,7477.2,981.02
SO - 000674,9/1/2021,10,Wholesale,USD,GUT930,187,14,14,656.9,9196.6,1206.6
SO - 000675,3/26/2021,10,Export,USD,GUT930,629,21,7,1070.42,7492.94,983.08
SO - 000676,2/20/2022,8,Wholesale,USD,AXW291,158,30,13,638.77,8304.01,1089.49
SO - 000677,3/8/2022,17,Wholesale,USD,AXW291,905,24,7,1207.4,8451.8,1108.88
SO - 000678,4/15/2022,17,Distributor,USD,GUT930,345,5,3,2033.57,6100.71,800.42
SO - 000679,12/9/2021,3,Wholesale,USD,FLR025,903,3,6,3805.1,22830.6,2995.4
SO - 000680,5/15/2022,10,Wholesale,USD,GUT930,441,1,14,2382.18,33350.52,4375.62
SO - 000681,4/19/2022,8,Export,USD,AXW291,993,29,14,3960.83,55451.62,7275.31
SO - 000682,8/26/2021,6,Wholesale,USD,NXH382,494,18,11,806.14,8867.54,1163.43
SO - 000683,12/10/2021,1,Export,USD,FLR025,558,17,1,2295.67,2295.67,301.19
SO - 000684,5/28/2021,9,Wholesale,USD,FLR025,288,9,10,3366.74,33667.4,4417.2
SO - 000685,1/4/2021,1,Distributor,USD,FLR025,80,6,5,2386.49,11932.45,1565.55
SO - 000686,10/18/2021,1,Distributor,USD,AXW291,36,29,12,3014.86,36178.32,4746.63
SO - 000687,9/18/2021,11,Export,USD,FLR025,623,27,6,3096.86,18581.16,2437.87
SO - 000688,2/10/2022,6,Wholesale,USD,GUT930,791,26,1,3721.76,3721.76,488.3
SO - 000689,10/16/2021,24,Export,USD,FLR025,400,8,11,4766.66,52433.26,6879.3
SO - 000690,5/14/2021,17,Distributor,USD,FLR025,952,2,8,1686.03,13488.24,1769.67
SO - 000691,7/16/2021,12,Export,USD,NXH382,276,8,1,4863.12,4863.12,638.05
SO - 000692,4/19/2021,9,Wholesale,USD,NXH382,54,13,5,1946.91,9734.55,1277.18
SO - 000693,6/27/2021,4,Export,USD,AXW291,861,2,3,2790.89,8372.67,1098.5
SO - 000694,12/14/2021,12,Export,USD,NXH382,154,2,13,2538.42,32999.46,4329.56
SO - 000695,3/4/2021,16,Distributor,USD,FLR025,687,19,15,539.53,8092.95,1061.8
SO - 000696,2/5/2021,7,Distributor,USD,FLR025,470,15,5,3317.13,16585.65,2176.05
SO - 000697,5/31/2021,8,Wholesale,USD,NXH382,183,18,2,2535.15,5070.3,665.23
SO - 000698,5/21/2021,24,Distributor,USD,GUT930,275,6,14,2083.76,29172.64,3827.48
SO - 000699,11/6/2021,10,Wholesale,USD,NXH382,476,10,10,4444.85,44448.5,5831.69
SO - 000700,4/22/2022,2,Export,USD,NXH382,359,17,6,1754.5,10527,1381.15
SO - 000701,11/5/2021,11,Distributor,USD,NXH382,487,23,10,2868.26,28682.6,3763.19
SO - 000702,5/3/2022,19,Export,USD,AXW291,775,9,12,3365.28,40383.36,5298.34
SO - 000703,7/6/2021,21,Distributor,USD,NXH382,283,12,4,4945.25,19781,2595.29
SO - 000704,9/7/2021,21,Export,USD,NXH382,177,10,6,4876.62,29259.72,3838.9
SO - 000705,7/28/2021,4,Distributor,USD,FLR025,929,27,5,4786.34,23931.7,3139.86
SO - 000706,7/2/2021,7,Distributor,USD,GUT930,84,22,6,3080.32,18481.92,2424.85
SO - 000707,10/26/2021,13,Wholesale,USD,GUT930,157,11,9,3768.66,33917.94,4450.07
SO - 000708,1/1/2021,7,Export,USD,GUT930,157,14,2,4686.21,9372.42,1229.67
SO - 000709,1/25/2021,9,Wholesale,USD,FLR025,530,18,6,3702.73,22216.38,2914.81
SO - 000710,3/8/2021,20,Distributor,USD,GUT930,327,13,3,1607.36,4822.08,632.66
SO - 000711,4/2/2021,20,Distributor,USD,NXH382,487,11,11,1409.52,15504.72,2034.23
SO - 000712,12/23/2021,21,Distributor,USD,AXW291,601,26,1,4785.4,4785.4,627.85
SO - 000713,9/12/2021,6,Wholesale,USD,NXH382,782,9,15,564,8460,1109.96
SO - 000714,2/25/2021,12,Wholesale,USD,GUT930,544,17,11,3456.39,38020.29,4988.3
SO - 000715,3/25/2021,20,Distributor,USD,FLR025,472,3,5,1243.41,6217.05,815.68
SO - 000716,9/30/2021,18,Export,USD,FLR025,180,18,5,4858.61,24293.05,3187.27
SO - 000717,2/26/2021,5,Export,USD,NXH382,240,8,2,2995.25,5990.5,785.96
SO - 000718,9/9/2021,1,Distributor,USD,AXW291,103,20,13,3387.64,44039.32,5778
SO - 000719,7/22/2021,15,Export,USD,FLR025,73,28,6,2013.62,12081.72,1585.13
SO - 000720,3/12/2021,18,Wholesale,USD,FLR025,431,5,15,2680.08,40201.2,5274.44
SO - 000721,8/29/2021,21,Export,USD,AXW291,39,11,9,2483.31,22349.79,2932.32
SO - 000722,5/14/2022,14,Wholesale,USD,AXW291,567,20,8,4016.34,32130.72,4215.58
SO - 000723,12/12/2021,9,Distributor,USD,NXH382,771,11,4,778.25,3113,408.43
SO - 000724,12/10/2021,16,Distributor,USD,AXW291,696,30,15,4172.33,62584.95,8211.21
SO - 000725,3/29/2022,23,Wholesale,USD,NXH382,215,25,5,4921.77,24608.85,3228.71
SO - 000726,8/23/2021,25,Export,USD,GUT930,129,6,12,4309.19,51710.28,6784.44
SO - 000727,4/23/2022,13,Wholesale,USD,AXW291,799,14,7,3078.63,21550.41,2827.44
SO - 000728,12/19/2021,11,Export,USD,AXW291,162,10,11,3534.46,38879.06,5100.97
SO - 000729,5/13/2022,9,Wholesale,USD,GUT930,999,26,14,292.18,4090.52,536.68
SO - 000730,5/27/2021,6,Wholesale,USD,GUT930,827,7,4,457.75,1831,240.23
SO - 000731,3/14/2022,10,Distributor,USD,FLR025,508,10,4,4577.69,18310.76,2402.39
SO - 000732,12/1/2021,6,Export,USD,NXH382,179,14,13,493.06,6409.78,840.97
SO - 000733,1/16/2021,15,Distributor,USD,NXH382,354,23,11,3274.83,36023.13,4726.27
SO - 000734,4/12/2021,18,Wholesale,USD,NXH382,18,30,2,1507.74,3015.48,395.63
SO - 000735,6/28/2021,10,Wholesale,USD,GUT930,835,28,9,484.94,4364.46,572.62
SO - 000736,1/25/2022,13,Wholesale,USD,NXH382,74,18,5,2355.04,11775.2,1544.92
SO - 000737,6/20/2021,16,Distributor,USD,AXW291,253,21,13,898.44,11679.72,1532.39
SO - 000738,7/6/2021,18,Wholesale,USD,GUT930,454,25,11,1782.27,19604.97,2572.19
SO - 000739,7/19/2021,6,Distributor,USD,NXH382,602,21,9,3782.21,34039.89,4466.07
SO - 000740,9/9/2021,4,Distributor,USD,FLR025,605,29,2,3855.59,7711.18,1011.71
SO - 000741,6/9/2021,18,Export,USD,FLR025,633,12,6,4340.77,26044.62,3417.08
SO - 000742,4/7/2021,10,Export,USD,FLR025,618,27,13,200.24,2603.12,341.53
SO - 000743,2/4/2022,10,Export,USD,NXH382,66,6,15,1694.4,25416,3334.6
SO - 000744,10/19/2021,5,Export,USD,GUT930,141,7,14,4262.5,59675,7829.42
SO - 000745,3/8/2021,24,Export,USD,AXW291,146,2,14,4650.41,65105.74,8541.94
SO - 000746,12/24/2021,11,Distributor,USD,FLR025,152,5,12,578.93,6947.16,911.47
SO - 000747,10/17/2021,24,Export,USD,FLR025,299,30,2,2739.05,5478.1,718.73
SO - 000748,2/8/2021,9,Export,USD,AXW291,453,29,4,3087.16,12348.64,1620.15
SO - 000749,11/5/2021,2,Distributor,USD,AXW291,491,3,1,2628.18,2628.18,344.82
SO - 000750,9/18/2021,7,Distributor,USD,GUT930,848,20,5,1742.81,8714.05,1143.29
SO - 000751,2/13/2021,1,Wholesale,USD,NXH382,915,19,4,1795.34,7181.36,942.2
SO - 000752,3/27/2022,12,Export,USD,AXW291,746,9,2,2393.64,4787.28,628.1
SO - 000753,7/11/2021,22,Distributor,USD,GUT930,659,20,2,4643.22,9286.44,1218.39
SO - 000754,12/28/2021,25,Wholesale,USD,AXW291,206,18,13,2963.93,38531.09,5055.32
SO - 000755,1/13/2022,16,Wholesale,USD,FLR025,291,4,11,3574.59,39320.49,5158.89
SO - 000756,5/2/2022,14,Export,USD,GUT930,128,7,5,3465.35,17326.75,2273.29
SO - 000757,5/13/2022,23,Distributor,USD,NXH382,802,19,5,803.13,4015.65,526.86
SO - 000758,1/10/2022,21,Export,USD,FLR025,685,25,11,4847.63,53323.93,6996.15
SO - 000759,11/6/2021,2,Wholesale,USD,GUT930,351,30,14,3204.36,44861.04,5885.81
SO - 000760,7/27/2021,24,Export,USD,GUT930,259,14,7,4562.3,31936.1,4190.05
SO - 000761,5/5/2022,22,Distributor,USD,FLR025,671,17,9,3382.53,30442.77,3994.12
SO - 000762,11/6/2021,21,Export,USD,AXW291,374,24,9,1415.5,12739.5,1671.44
SO - 000763,9/29/2021,10,Distributor,USD,AXW291,729,7,1,1357.56,1357.56,178.11
SO - 000764,1/2/2022,8,Wholesale,USD,FLR025,925,11,9,1324.18,11917.62,1563.6
SO - 000765,3/23/2022,7,Distributor,USD,NXH382,636,23,15,4554.05,68310.75,8962.44
SO - 000766,6/23/2021,24,Distributor,USD,AXW291,126,23,4,2457.93,9831.72,1289.93
SO - 000767,11/25/2021,1,Distributor,USD,NXH382,193,1,10,841.89,8418.9,1104.57
SO - 000768,12/13/2021,21,Wholesale,USD,AXW291,888,20,8,1441.89,11535.12,1513.42
SO - 000769,7/14/2021,19,Export,USD,GUT930,189,24,2,2397.41,4794.82,629.09
SO - 000770,2/24/2022,7,Wholesale,USD,GUT930,973,2,10,844.52,8445.2,1108.02
SO - 000771,5/28/2021,25,Distributor,USD,GUT930,4,4,3,1544.28,4632.84,607.83
SO - 000772,3/30/2022,17,Export,USD,GUT930,761,26,9,829.31,7463.79,979.26
SO - 000773,4/30/2022,14,Distributor,USD,GUT930,169,14,14,4691.66,65683.24,8617.71
SO - 000774,1/2/2021,24,Wholesale,USD,FLR025,47,3,4,3034.57,12138.28,1592.55
SO - 000775,9/17/2021,5,Export,USD,GUT930,69,16,14,1335.35,18694.9,2452.79
SO - 000776,7/11/2021,1,Wholesale,USD,AXW291,410,4,15,1676.47,25147.05,3299.32
SO - 000777,9/14/2021,1,Export,USD,GUT930,259,29,10,1340.48,13404.8,1758.72
SO - 000778,3/24/2022,2,Export,USD,AXW291,953,10,10,237.97,2379.7,312.22
SO - 000779,7/26/2021,25,Wholesale,USD,GUT930,264,7,5,1453.52,7267.6,953.52
SO - 000780,10/4/2021,8,Distributor,USD,FLR025,593,9,9,4198.09,37782.81,4957.14
SO - 000781,2/16/2022,11,Export,USD,AXW291,487,21,11,1285.97,14145.67,1855.93
SO - 000782,2/6/2021,19,Wholesale,USD,FLR025,404,29,6,4019.94,24119.64,3164.52
SO - 000783,5/24/2021,12,Export,USD,FLR025,17,2,11,2532.79,27860.69,3655.35
SO - 000784,11/1/2021,10,Wholesale,USD,AXW291,714,18,15,3702.27,55534.05,7286.12
SO - 000785,9/3/2021,22,Wholesale,USD,GUT930,214,10,15,1628.09,24421.35,3204.11
SO - 000786,11/25/2021,12,Wholesale,USD,FLR025,267,22,10,1334.72,13347.2,1751.17
SO - 000787,1/16/2021,12,Wholesale,USD,AXW291,979,10,5,2116.69,10583.45,1388.56
SO - 000788,11/7/2021,4,Wholesale,USD,NXH382,117,6,14,1901.64,26622.96,3492.96
