id,name,country,state_code,state,type,latitude,longitude,area_code,population,household,median_in_land,area_water,time_zone
879,Port Tiffanybury,Hungary,CO,Colorado,Hamlet,31.5921,-115.7449,609,230397,99692,20366,0.91,Mountain/Denver
880,Fryeside,Madagascar,WV,West Virginia,Town,30.4493,-81.9121,717,376260,118844,127339,3.35,Pacific/Los_Angeles
881,East Williammouth,Germany,SD,South Dakota,Hamlet,48.2234,-119.4061,423,154641,73246,41401,2.7,Eastern/New_York
882,Fisherville,Rwanda,OK,Oklahoma,Village,33.9208,-124.1172,926,122105,47635,34671,2.18,Eastern/New_York
883,Bradleyshire,Gabon,GA,Georgia,Village,46.0991,-121.4565,295,251685,80586,128390,4.52,Pacific/Los_Angeles
884,Hendersonborough,Brazil,FL,Florida,City,28.8344,-70.4926,213,456259,197376,144670,3.53,Central/Chicago
885,Tinatown,Qatar,FL,Florida,Hamlet,47.2235,-107.5088,492,12339,3759,138037,1.92,Eastern/New_York
886,Vegafurt,Micronesia,SC,South Carolina,City,35.166,-80.572,699,292358,134993,76808,4.92,Pacific/Los_Angeles
887,Lake Brandon,Northern Mariana Islands,WI,Wisconsin,Hamlet,30.9754,-114.1052,953,422569,193099,84545,0.89,Eastern/New_York
888,Finleyberg,Uzbekistan,SC,South Carolina,Village,34.9707,-85.2588,375,335617,125453,42675,0.99,Pacific/Los_Angeles
889,New Tricia,Pitcairn Islands,KS,Kansas,Village,40.7894,-71.3964,260,79193,37372,113895,0.28,Mountain/Denver
890,Washingtonland,Netherlands,FL,Florida,CDP,44.3152,-109.9518,351,62024,19153,40347,3.23,Eastern/New_York
891,Robertside,Bahrain,ID,Idaho,Town,44.5215,-87.8654,410,325568,142338,137837,1.03,Pacific/Los_Angeles
892,East Kara,Mali,WI,Wisconsin,Village,31.8236,-76.4062,891,76011,36878,51814,0.81,Central/Chicago
893,New Michaelmouth,Tokelau,FL,Florida,City,28.9813,-72.4448,631,309419,146870,94519,2.58,Pacific/Los_Angeles
894,Courtneymouth,Ethiopia,NV,Nevada,City,46.6487,-70.8372,516,303264,151630,123005,2.75,Eastern/New_York
895,South Aimeetown,Reunion,VA,Virginia,Hamlet,38.2549,-109.04,270,182451,64069,93146,2.49,Central/Chicago
896,Port Patrick,Saint Helena,WA,Washington,Town,34.3325,-106.2427,978,217734,81596,25791,4.21,Mountain/Denver
897,West Heatherbury,Haiti,NY,New York,City,27.3552,-111.5127,726,499466,181792,42127,1,Pacific/Los_Angeles
898,Lake Jacobville,China,AK,Alaska,Village,25.062,-75.522,895,323172,100905,79070,0.28,Mountain/Denver
899,Lake Deborahfort,South Africa,ME,Maine,CDP,43.1965,-124.5658,938,349436,123932,35085,4.14,Eastern/New_York
900,Torreschester,Grenada,ND,North Dakota,Town,33.2069,-98.5032,995,217856,81666,136100,0.2,Mountain/Denver
901,South Williamstad,Timor-Leste,RI,Rhode Island,CDP,33.004,-102.5586,539,495893,200560,112283,2.31,Mountain/Denver
902,Lake Krystalborough,Serbia,LA,Louisiana,Village,39.9231,-100.4238,838,72662,22268,105811,2.21,Central/Chicago
903,Micheleburgh,Tonga,NV,Nevada,CDP,36.9324,-79.9476,681,196828,82884,112494,2.91,Eastern/New_York
904,Port Kirstenland,Reunion,SC,South Carolina,City,43.0166,-86.5991,548,301659,135488,30610,3.58,Mountain/Denver
905,New Kelly,Bhutan,NV,Nevada,Town,43.1408,-97.6306,262,94894,30563,142135,1.5,Pacific/Los_Angeles
906,Rebeccaview,Cuba,DE,Delaware,CDP,33.8823,-98.8949,477,405658,201508,146313,1.25,Mountain/Denver
907,Hernandezview,Saint Pierre and Miquelon,MI,Michigan,CDP,41.0316,-104.5755,254,334585,159198,107210,1.22,Eastern/New_York
908,Lake Frank,Sao Tome and Principe,CO,Colorado,Town,35.3905,-109.4494,538,453514,216734,38384,2.46,Mountain/Denver
909,Garzastad,Saudi Arabia,AR,Arkansas,Town,37.6764,-95.6486,771,15812,7506,101583,4.98,Eastern/New_York
910,Port Ashley,Liberia,AK,Alaska,Village,29.7773,-107.266,648,22989,10599,74532,3.03,Pacific/Los_Angeles
911,Crossmouth,Niger,TX,Texas,Hamlet,35.2908,-85.7926,345,239192,88892,91140,0.92,Eastern/New_York
912,West Colinstad,Swaziland,IA,Iowa,Town,32.5368,-83.547,922,258433,102425,80351,4.19,Central/Chicago
913,Wandaberg,Netherlands Antilles,OK,Oklahoma,Village,38.8188,-97.2969,552,494689,177446,105704,0.68,Eastern/New_York
914,East Leon,Djibouti,UT,Utah,Hamlet,26.8536,-114.6501,656,166630,68674,133789,4.4,Central/Chicago
915,Lake Abigail,Nauru,DE,Delaware,Hamlet,48.1765,-87.8305,702,132388,50036,109191,4.17,Mountain/Denver
916,Patelchester,Nigeria,MA,Massachusetts,Town,32.6292,-100.0777,312,170482,81782,128813,4.75,Mountain/Denver
917,North Jessica,Guinea,IN,Indiana,Hamlet,33.2054,-92.5182,878,110696,36275,52254,1.35,Central/Chicago
918,Justinchester,Mozambique,ND,North Dakota,Hamlet,42.155,-117.4173,431,342114,164975,139148,3.96,Pacific/Los_Angeles
919,South Vincent,Equatorial Guinea,NH,New Hampshire,City,31.1038,-92.7009,575,247939,80889,31062,2.37,Pacific/Los_Angeles
920,Collinmouth,Ethiopia,DC,District of Columbia,Hamlet,36.6288,-116.6563,916,234496,85998,107256,2.07,Mountain/Denver
921,Brighthaven,Cuba,NM,New Mexico,Hamlet,44.7071,-100.6769,478,267917,127712,87545,2.62,Mountain/Denver
922,Markport,Romania,MT,Montana,Hamlet,30.9319,-79.9385,692,109852,33225,142387,4.88,Pacific/Los_Angeles
923,Serranoborough,Cyprus,AZ,Arizona,Village,27.3126,-74.8091,395,65707,25765,123391,4.26,Pacific/Los_Angeles
924,East Kathryn,Ghana,AL,Alabama,City,43.8773,-92.327,436,211233,92226,59328,2.01,Eastern/New_York
925,West Charles,Turkey,CT,Connecticut,CDP,25.1369,-116.5803,852,335695,126972,24583,0.72,Eastern/New_York
926,Jeremyberg,Malaysia,NC,North Carolina,City,33.0474,-104.5411,466,476917,148462,55379,4.82,Eastern/New_York
927,Lake Cynthiaport,Mali,WY,Wyoming,CDP,48.0638,-98.0953,972,222393,104571,79256,4.62,Central/Chicago
928,Teresaland,Turks and Caicos Islands,CO,Colorado,Town,41.1254,-70.4177,225,200930,88062,55632,4.65,Mountain/Denver
929,Mooreton,Gambia,OR,Oregon,Village,33.4748,-70.658,540,257239,118942,75831,4.37,Eastern/New_York
930,Lake Matthewburgh,Taiwan,ND,North Dakota,Town,29.0953,-77.1317,214,161316,61911,132361,3.69,Mountain/Denver
931,East Josefort,Puerto Rico,LA,Louisiana,Village,35.4761,-69.2013,670,237430,83486,63460,0.33,Central/Chicago
932,Lake Lisabury,Singapore,VT,Vermont,City,33.6479,-89.4386,384,461448,197767,139338,4.78,Eastern/New_York
933,New William,South Africa,OR,Oregon,Village,30.4853,-89.4106,424,385688,169090,35455,1.19,Eastern/New_York
934,Christinahaven,Comoros,TX,Texas,CDP,40.3159,-104.9681,336,268856,85653,40242,1.65,Pacific/Los_Angeles
935,East Elizabethhaven,Svalbard & Jan Mayen Islands,SC,South Carolina,Village,45.4005,-73.2992,338,145375,68349,24459,1.87,Central/Chicago
936,Ianland,Korea,CO,Colorado,Hamlet,36.9933,-84.0778,689,159100,54597,118756,0.37,Central/Chicago
937,Lanehaven,Turkmenistan,AK,Alaska,Town,37.7435,-95.72,451,73678,34261,40806,3.92,Eastern/New_York
938,Hollandville,Senegal,OR,Oregon,CDP,32.269,-121.3481,956,385954,172532,28258,4.62,Mountain/Denver
939,South Christian,British Indian Ocean Territory (Chagos Archipelago),OK,Oklahoma,Village,44.6782,-106.7176,790,380045,118842,74921,1.83,Mountain/Denver
940,Lake Ryanstad,Korea,PA,Pennsylvania,Village,29.054,-102.8892,827,477269,153593,148950,1.17,Pacific/Los_Angeles
941,Port Curtis,Congo,NC,North Carolina,CDP,34.2145,-117.7183,899,196904,92344,78236,4.62,Pacific/Los_Angeles
942,Lake Markbury,Algeria,KS,Kansas,City,38.4018,-118.4713,956,183559,68328,95566,0.65,Mountain/Denver
943,Robertchester,Western Sahara,NH,New Hampshire,Village,25.0202,-86.7784,247,135395,64394,65385,1.85,Eastern/New_York
944,Benjaminbury,Bahrain,IN,Indiana,Hamlet,26.5604,-89.3225,629,143121,61972,33303,3.96,Central/Chicago
945,Port Steven,Brunei Darussalam,NV,Nevada,Town,32.426,-104.329,920,463986,148278,30906,2.17,Central/Chicago
946,Abbotthaven,Eritrea,NV,Nevada,City,35.2241,-71.6608,591,447963,213197,123333,3.61,Pacific/Los_Angeles
947,Alexisland,Thailand,GA,Georgia,Town,30.74,-68.6815,625,210351,105120,117802,0.18,Mountain/Denver
948,Campbellchester,Cayman Islands,IL,Illinois,Hamlet,47.3843,-78.4614,961,430646,194054,35730,3.85,Central/Chicago
949,Meghanfort,Tonga,MA,Massachusetts,CDP,34.9995,-112.4941,831,45173,18941,142581,4.02,Central/Chicago
950,New Kristentown,Lesotho,ME,Maine,Village,25.6742,-113.4166,228,287530,104656,62082,2.41,Central/Chicago
951,Thomaschester,Heard Island and McDonald Islands,IL,Illinois,CDP,43.2334,-96.4225,449,214035,79313,90518,4.47,Eastern/New_York
952,Ericfurt,Monaco,VA,Virginia,Hamlet,32.2296,-105.2759,723,194402,61449,20927,0.52,Eastern/New_York
953,Bassfort,British Indian Ocean Territory (Chagos Archipelago),OK,Oklahoma,City,29.79,-90.4736,247,322078,127713,112655,0.26,Mountain/Denver
954,South Williamtown,Jordan,IN,Indiana,Town,27.5973,-93.4339,716,393629,136309,65514,2.1,Eastern/New_York
955,Stephensview,Tuvalu,MD,Maryland,Hamlet,32.0547,-67.2776,279,494060,225745,50101,1.03,Mountain/Denver
956,East Paulafort,Guatemala,KS,Kansas,CDP,47.2133,-79.6868,966,430552,181829,112128,1.87,Pacific/Los_Angeles
957,North Annamouth,Puerto Rico,NV,Nevada,Village,43.1965,-68.2517,602,99324,29839,103435,2.68,Mountain/Denver
958,New Anna,Spain,MN,Minnesota,CDP,30.6433,-96.1422,284,133128,51388,135095,0.1,Pacific/Los_Angeles
959,Wilkersonborough,Honduras,LA,Louisiana,Village,28.2108,-93.1179,333,474526,215872,20381,0.35,Pacific/Los_Angeles
960,Jessefort,Somalia,DE,Delaware,CDP,41.6231,-88.2048,943,84470,37044,28162,4.17,Eastern/New_York
961,Port Tammiemouth,Congo,VA,Virginia,Town,48.5884,-122.9288,704,324366,161725,112073,0.47,Pacific/Los_Angeles
962,West Karen,Greenland,IA,Iowa,Village,30.4374,-90.9455,654,476531,228981,105570,1.8,Pacific/Los_Angeles
963,West Jeanberg,Georgia,ID,Idaho,CDP,30.3476,-105.3334,427,421653,134114,86295,4.15,Central/Chicago
964,North Jackborough,Jersey,SD,South Dakota,Town,48.4642,-86.6684,453,392051,144549,100960,1.09,Central/Chicago
965,West Johnchester,Rwanda,UT,Utah,Village,37.9363,-114.6021,516,282554,124905,52679,0.3,Pacific/Los_Angeles
966,Victorland,Turks and Caicos Islands,AR,Arkansas,City,36.6691,-95.2287,244,462040,198475,87293,2.93,Central/Chicago
967,Rasmussenside,Ecuador,MN,Minnesota,Village,35.7475,-119.2807,362,149387,50122,22167,0.6,Central/Chicago
968,North Garystad,French Southern Territories,WV,West Virginia,CDP,34.9263,-68.0713,959,123593,57342,95314,3,Pacific/Los_Angeles
969,Adamstad,Belize,PR,Puerto Rico,Hamlet,34.4158,-109.435,571,461053,189922,81202,3.68,Pacific/Los_Angeles
970,Edwardston,Russian Federation,CT,Connecticut,City,30.9516,-87.3513,707,266092,116090,36710,4.72,Mountain/Denver
971,Middletonburgh,Marshall Islands,MT,Montana,Town,40.2638,-72.8868,335,78469,25164,77566,3.98,Pacific/Los_Angeles
972,Port John,Oman,MN,Minnesota,Village,25.4489,-115.1855,494,354710,114554,46480,2.72,Eastern/New_York
973,West Elizabeth,Poland,AL,Alabama,Village,38.7575,-81.2733,384,213895,73249,61041,2.35,Eastern/New_York
974,Markmouth,Poland,IA,Iowa,Hamlet,36.5005,-120.3773,420,93831,29742,88411,4.71,Mountain/Denver
975,Port Sarah,Tanzania,AK,Alaska,City,31.3651,-67.284,565,77610,26639,56232,1.75,Eastern/New_York
976,West Adam,Azerbaijan,LA,Louisiana,CDP,30.879,-109.5875,425,346341,125488,112096,3.96,Eastern/New_York
977,Collinsstad,Sierra Leone,TX,Texas,Hamlet,46.7364,-73.1331,273,46240,21216,88750,1.97,Eastern/New_York
978,Thompsonmouth,Dominican Republic,DC,District of Columbia,CDP,38.2705,-88.5482,301,95319,32926,40215,2.51,Pacific/Los_Angeles
979,Martinside,Grenada,ME,Maine,Town,37.4563,-106.5506,383,178289,62515,58901,3.74,Mountain/Denver
980,Austinburgh,Tonga,IA,Iowa,Town,39.9932,-90.9645,965,21035,8828,110633,0.79,Pacific/Los_Angeles
981,North Christine,Ghana,WY,Wyoming,CDP,45.5714,-87.671,520,418271,144223,126965,3.66,Mountain/Denver
982,Lake Laura,Guam,KY,Kentucky,Hamlet,45.3506,-121.6618,689,279135,133115,127711,2.06,Pacific/Los_Angeles
983,Mcintoshton,Belgium,AK,Alaska,Hamlet,27.6415,-69.0338,513,77886,26713,47525,3.53,Mountain/Denver
984,Lake Barbara,Guadeloupe,VA,Virginia,Village,38.1739,-123.7939,972,119684,38125,48039,2.22,Eastern/New_York
985,Scottburgh,Heard Island and McDonald Islands,MD,Maryland,Village,41.5558,-120.611,945,318090,99830,108578,4.16,Central/Chicago
986,Duncanview,Croatia,RI,Rhode Island,Hamlet,40.6903,-117.5327,577,280834,84847,29299,0.74,Central/Chicago
987,Wilsonchester,Palestinian Territory,KS,Kansas,Hamlet,30.4494,-99.2638,511,98485,38245,22337,4.49,Eastern/New_York
988,Adrianaville,India,OH,Ohio,Town,31.0191,-72.3957,719,360451,138102,52760,2.28,Mountain/Denver
989,East Elizabeth,Aruba,DC,District of Columbia,City,41.6495,-101.9147,681,161732,68216,74617,2.83,Eastern/New_York
990,East Beverlyhaven,Cameroon,SC,South Carolina,Town,43.5442,-105.1911,399,180541,66685,46046,4.54,Eastern/New_York
991,New Autumnmouth,Cape Verde,VA,Virginia,Hamlet,40.2822,-67.9804,572,244923,76094,27806,2.46,Central/Chicago
992,Sanchezburgh,Albania,WY,Wyoming,City,39.0897,-74.6617,254,55673,25875,23358,2.55,Pacific/Los_Angeles
993,Jimmyside,Madagascar,MT,Montana,Village,38.2486,-77.1496,471,42413,19070,120904,0.83,Central/Chicago
994,North Brett,Syrian Arab Republic,AK,Alaska,Village,28.4242,-85.9042,703,170647,70888,147674,3.75,Central/Chicago
995,Port Dawnmouth,Norway,AZ,Arizona,Village,33.0639,-101.8785,993,470499,232818,28827,3.1,Pacific/Los_Angeles
996,Davidside,Bouvet Island (Bouvetoya),IL,Illinois,City,30.3479,-86.7683,982,416406,137941,110756,2.74,Pacific/Los_Angeles
997,West Justin,Latvia,LA,Louisiana,Town,28.115,-89.9026,889,218368,90521,126047,3.88,Eastern/New_York
998,Youngstad,Macao,OR,Oregon,Town,27.3271,-76.0463,761,358887,115172,81769,3.2,Central/Chicago
999,Lake Larryview,Botswana,DC,District of Columbia,Village,29.3327,-89.7609,559,70737,31812,129186,4.08,Central/Chicago
1000,Erikbury,Christmas Island,RI,Rhode Island,Hamlet,31.4909,-117.6475,944,469537,209018,142540,1.55,Eastern/New_York
